"id_alumno","sexo","rama","nota_acceso","renta_familiar","creditos_matriculados","edad","beca","creditos_superados","continua_segundo"
"A03413","Mujer","Ciencias",7.43596323658749,14614,60,20,1,54,0
"A03414","Mujer","Humanidades",9.30571474121058,39754,66,21,1,59,0
"A03415","Hombre","Ciencias",8.79477805051642,4928,60,21,1,51,0
"A03416","Mujer","Ingenieria",6.15107089942237,10948,60,22,1,55,0
"A03417","Mujer","Salud",9.13220146304726,34745,54,22,0,47,0
"A03418","Mujer","Ciencias",8.50688715728993,11473,60,23,1,56,1
"A03419","Hombre","Ingenieria",9.49106394085719,33890,54,19,1,51,1
"A03420","Mujer","Ingenieria",6.69569430956383,26624,60,18,0,43,0
"A03421","Hombre","Salud",6.39909390282092,13998,54,22,1,42,0
"A03422","Hombre","Ciencias",9.85481097294836,29191,60,22,1,60,1
"A03423","Hombre","Sociales",11.6210265475193,79174,60,21,0,60,1
"A03424","Hombre","Sociales",10.264559667809,60248,60,29,0,54,0
"A03425","Hombre","Ingenieria",7.82735862485529,35481,60,18,0,43,0
"A03426","Hombre","Humanidades",8.4003774225223,7324,60,30,1,52,1
"A03427","Hombre","Salud",10.2067051807188,13483,60,20,1,48,1
"A03428","Mujer","Humanidades",7.97556826284526,48209,60,18,1,41,1
"A03429","Mujer","Humanidades",7.8133515000758,15245,60,18,1,37,0
"A03430","Hombre","Ingenieria",8.86868006315123,76293,60,20,0,60,1
"A03431","Mujer","Ciencias",8.22508550037257,23657,48,21,0,48,0
"A03432","Mujer","Ingenieria",7.26127271253521,13225,60,23,1,60,1
"A03433","Mujer","Sociales",10.4504989747449,43826,60,19,0,60,0
"A03434","Hombre","Ciencias",9.50543612219825,25867,60,19,1,57,1
"A03435","Mujer","Ingenieria",8.03379946604347,33033,60,18,1,38,1
"A03436","Mujer","Ingenieria",10.114783525854,20307,60,18,1,60,1
"A03437","Hombre","Ingenieria",8.09918421990708,25747,60,20,1,60,1
"A03438","Mujer","Humanidades",9.02397678185105,28314,48,19,0,46,0
"A03439","Hombre","Salud",9.86168550362448,36273,60,18,0,60,0
"A03440","Hombre","Ciencias",9.84765668545674,31773,60,19,1,54,1
"A03441","Hombre","Sociales",6.67570145880895,30771,54,18,0,41,1
"A03442","Hombre","Sociales",10.4910862756452,28816,60,18,1,60,1
"A03443","Hombre","Salud",9.91755413273339,15018,60,21,1,55,1
"A03444","Mujer","Salud",10.5081586154277,10450,60,18,1,60,1
"A03445","Mujer","Sociales",7.29242581855071,34963,60,18,0,48,1
"A03446","Mujer","Ingenieria",8.16564131477612,36674,60,20,0,55,0
"A03447","Mujer","Ingenieria",11.4624322076882,23885,66,21,1,62,1
"A03448","Mujer","Ciencias",8.2157789246135,39931,66,20,1,56,0
"A03449","Mujer","Salud",10.7251818530606,59082,66,19,1,59,1
"A03450","Mujer","Ciencias",6.82775783925173,42082,60,21,1,44,0
"A03451","Hombre","Ciencias",7.12138366700584,18776,54,28,1,38,0
"A03452","Mujer","Humanidades",6.91023583943239,39815,72,18,0,59,1
"A03453","Hombre","Salud",6.85526625245849,23455,60,25,1,35,0
"A03454","Hombre","Salud",9.74444778516994,19840,60,19,1,60,1
"A03455","Hombre","Sociales",8.44590390661586,31773,54,20,0,45,0
"A03456","Mujer","Salud",7.17508864274049,45991,60,19,1,52,0
"A03457","Mujer","Salud",8.79600670736485,32990,48,19,1,46,1
"A03458","Mujer","Humanidades",8.29124207241496,30433,60,18,1,45,1
"A03459","Mujer","Humanidades",8.90883219948305,20632,60,20,1,43,1
"A03460","Mujer","Ingenieria",10.3448384094465,22022,60,20,1,60,1
"A03461","Hombre","Sociales",8.15264207882485,17845,48,19,1,48,1
"A03462","Mujer","Ingenieria",8.65768915135231,21981,66,19,1,62,1
"A03463","Hombre","Humanidades",6.83725152483703,42411,72,18,1,55,0
"A03464","Hombre","Humanidades",7.08499172795016,23688,66,22,1,40,1
"A03465","Hombre","Humanidades",6.37572846171997,11413,60,23,1,59,1
"A03466","Hombre","Sociales",11.6635115251903,21113,60,19,1,53,1
"A03467","Hombre","Ingenieria",8.43415500283687,38455,60,23,1,60,0
"A03468","Hombre","Humanidades",5,15037,60,25,1,28,0
"A03469","Mujer","Salud",9.42659527786064,23357,60,26,1,60,1
"A03470","Mujer","Ciencias",9.71711568471825,18327,72,26,1,48,1
"A03471","Hombre","Humanidades",10.8687143419302,18026,60,19,1,59,1
"A03472","Mujer","Salud",9.00435595640138,21533,48,19,1,47,1
"A03473","Hombre","Humanidades",8.42173807806049,14838,54,25,1,54,0
"A03474","Hombre","Salud",9.50450971010574,41562,60,18,1,54,1
"A03475","Hombre","Sociales",5,10588,60,18,1,55,0
"A03476","Mujer","Sociales",6.14358779113701,17847,60,18,1,55,1
"A03477","Mujer","Sociales",7.899742560145,34592,54,21,0,51,0
"A03478","Hombre","Salud",7.43657686860368,38190,60,22,1,58,0
"A03479","Hombre","Salud",7.50512841028424,28548,66,18,0,34,1
"A03480","Hombre","Salud",8.78845872564401,25594,66,27,1,54,1
"A03481","Mujer","Salud",8.11118470317455,137005,66,24,0,53,0
"A03482","Hombre","Salud",5.97765607116727,35563,60,18,1,46,0
"A03483","Mujer","Sociales",11.1183612227216,50540,60,21,1,58,1
"A03484","Mujer","Humanidades",9.18949825179526,25187,60,24,1,60,1
"A03485","Hombre","Sociales",7.37044549698802,53442,54,22,0,43,1
"A03486","Hombre","Sociales",5.36707134888393,46134,66,20,0,46,0
"A03487","Hombre","Ingenieria",9.77346291855696,8640,60,19,1,58,1
"A03488","Mujer","Ingenieria",7.606103624789,14382,60,18,1,42,1
"A03489","Hombre","Sociales",8.33648745418057,33684,66,19,1,43,1
"A03490","Mujer","Ciencias",9.69594824995403,17610,60,19,1,60,1
"A03491","Hombre","Salud",5.32372618152826,36568,60,18,1,45,0
"A03492","Mujer","Ciencias",8.00756619270416,13451,60,19,1,49,1
"A03493","Mujer","Humanidades",8.62421091688121,90461,60,19,0,56,0
"A03494","Hombre","Salud",8.38636778005255,54515,60,18,1,60,1
"A03495","Hombre","Humanidades",8.23998171230236,21078,60,18,1,60,1
"A03496","Hombre","Sociales",8.48780316738476,27573,66,27,1,63,1
"A03497","Mujer","Ciencias",7.28648624763279,55316,66,18,0,40,0
"A03498","Hombre","Humanidades",9.08893551762776,52976,72,18,1,61,1
"A03499","Hombre","Sociales",9.65748578826162,78223,54,18,0,47,1
"A03500","Hombre","Sociales",5.18381413921899,72323,60,28,0,25,0
"A03501","Mujer","Sociales",10.5558642944635,33513,72,19,1,60,1
"A03502","Hombre","Humanidades",8.21797089456949,63168,60,20,1,44,1
"A03503","Mujer","Salud",8.11224492632869,42284,60,18,1,47,0
"A03504","Mujer","Ciencias",9.60647380499644,21626,66,19,1,54,1
"A03505","Mujer","Ingenieria",5.83866830032632,11814,66,21,1,63,1
"A03506","Hombre","Salud",8.20071938267253,27029,60,19,0,53,0
"A03507","Mujer","Ciencias",9.43230601031931,38686,60,22,0,46,0
"A03508","Hombre","Ingenieria",7.24706590170027,63167,60,18,1,59,0
"A03509","Hombre","Humanidades",8.36640202297288,20860,60,20,1,54,1
"A03510","Hombre","Sociales",9.91201982634451,49458,60,19,0,37,1
"A03511","Mujer","Ingenieria",8.45465502319598,21730,54,18,1,54,1
"A03512","Mujer","Sociales",7.69977762096066,26175,60,20,1,55,0
"A03513","Mujer","Salud",6.5812224420273,21961,60,18,0,60,0
"A03514","Hombre","Ingenieria",9.34023087222586,21063,48,18,1,48,1
"A03515","Hombre","Sociales",8.2673975935115,38069,60,18,1,60,1
"A03516","Mujer","Salud",9.02715568618688,18206,60,24,1,60,1
"A03517","Mujer","Ingenieria",7.28586467700855,18179,60,18,1,48,0
"A03518","Mujer","Ingenieria",9.28632399039908,12812,60,18,1,60,1
"A03519","Mujer","Ingenieria",5.2952090994743,12269,60,21,1,48,1
"A03520","Hombre","Salud",7.80151881519238,19161,54,23,1,47,1
"A03521","Hombre","Sociales",5.49420846013009,18453,60,20,1,53,1
"A03522","Mujer","Ingenieria",11.9889851698732,27578,60,18,0,60,1
"A03523","Mujer","Salud",8.36980115270105,14839,60,18,1,60,1
"A03524","Hombre","Salud",7.53576810180366,30092,60,26,1,42,1
"A03525","Mujer","Humanidades",10.9335852430114,49000,60,18,0,60,1
"A03526","Hombre","Humanidades",8.07909324313288,45572,66,19,1,52,1
"A03527","Mujer","Sociales",6.92621700586375,39617,60,18,1,36,0
"A03528","Mujer","Humanidades",10.757920029994,18788,60,19,1,60,1
"A03529","Hombre","Salud",6.72297383507706,29275,66,19,1,66,1
"A03530","Hombre","Ciencias",11.1517001882936,20492,60,18,1,60,1
"A03531","Hombre","Humanidades",8.31555619029449,49518,60,22,1,53,1
"A03532","Hombre","Sociales",7.85308398202168,30932,60,20,1,49,1
"A03533","Hombre","Salud",9.186971767704,6027,66,28,1,65,1
"A03534","Hombre","Ciencias",10.1431078358643,14617,66,25,1,61,1
"A03535","Mujer","Ingenieria",6.79168861399662,7933,60,18,1,41,0
"A03536","Hombre","Ingenieria",10.8233582928068,41796,60,18,0,57,1
"A03537","Mujer","Salud",11.4582742685236,12971,48,18,1,48,1
"A03538","Hombre","Sociales",8.34481532563535,22353,60,18,1,60,1
"A03539","Hombre","Humanidades",9.29708332953413,41203,72,18,1,72,1
"A03540","Mujer","Sociales",7.05766741148263,10488,60,18,1,55,1
"A03541","Mujer","Sociales",10.4077049958959,16534,60,19,1,60,1
"A03542","Mujer","Humanidades",8.40146583001304,21144,60,19,1,46,0
"A03543","Hombre","Salud",9.33367615221631,14578,60,30,1,57,1
"A03544","Mujer","Salud",7.33116120033929,35567,66,20,1,64,0
"A03545","Mujer","Humanidades",7.69393211740202,47016,60,19,1,50,0
"A03546","Hombre","Ciencias",8.59951704411346,35978,60,18,0,50,0
"A03547","Hombre","Ciencias",10.1691646257618,34378,60,19,1,60,1
"A03548","Mujer","Ciencias",9.11937403734738,16785,48,20,1,48,1
"A03549","Mujer","Ciencias",7.09280544499491,21796,60,19,1,60,1
"A03550","Hombre","Ingenieria",9.90411787611945,72147,54,27,0,52,0
"A03551","Hombre","Ciencias",10.1743032946859,22868,60,20,1,60,0
"A03552","Hombre","Sociales",6.33629895869059,19712,60,23,0,35,0
"A03553","Mujer","Salud",7.40607880442651,47187,60,18,1,52,1
"A03554","Mujer","Humanidades",9.43684432913562,15875,60,18,1,53,0
"A03555","Mujer","Salud",7.11247771225084,18234,72,21,1,42,0
"A03556","Mujer","Sociales",6.5759604446686,14728,72,18,1,58,0
"A03557","Mujer","Sociales",8.11625094850928,33094,66,18,1,56,0
"A03558","Hombre","Sociales",8.16496358220929,52088,60,18,1,46,1
"A03559","Mujer","Humanidades",8.44548516911206,57876,60,21,0,46,0
"A03560","Hombre","Ciencias",8.86109695134664,38425,60,26,1,60,0
"A03561","Hombre","Ciencias",8.4634955798194,12526,60,19,1,59,0
"A03562","Hombre","Ciencias",7.05779942888432,19451,60,19,1,44,0
"A03563","Hombre","Ingenieria",12.9759255741783,26329,60,18,1,60,1
"A03564","Hombre","Ingenieria",8.07117785273487,17737,60,20,1,53,0
"A03565","Mujer","Humanidades",8.33666112430885,7100,60,19,1,60,1
"A03566","Hombre","Humanidades",7.77813625573594,11446,60,18,1,51,1
"A03567","Hombre","Humanidades",12.7487137696367,42114,60,22,1,60,1
"A03568","Mujer","Salud",9.4678879888342,13596,60,18,1,49,1
"A03569","Hombre","Ciencias",9.73005781206356,6943,72,18,1,55,1
"A03570","Hombre","Salud",9.45899661897927,11700,48,18,1,48,1
"A03571","Hombre","Ciencias",8.7158529001417,33700,66,18,1,66,1
"A03572","Mujer","Salud",6.43732234656206,43030,66,26,0,36,1
"A03573","Hombre","Ingenieria",7.70646952027848,40015,60,18,1,47,0
"A03574","Mujer","Humanidades",6.24627239074986,9894,60,18,1,57,0
"A03575","Hombre","Salud",6.89737368756797,40845,66,20,0,50,0
"A03576","Hombre","Humanidades",8.06955063048247,12079,54,19,1,52,1
"A03577","Hombre","Salud",10.0749263739779,10843,60,21,1,60,1
"A03578","Hombre","Salud",10.3380660666785,25073,60,20,1,60,1
"A03579","Mujer","Ingenieria",8.93510193151188,71293,60,18,0,35,1
"A03580","Mujer","Humanidades",8.61866538443806,17771,60,21,1,57,1
"A03581","Mujer","Ciencias",8.28223325255942,16360,60,21,1,59,1
"A03582","Hombre","Sociales",10.2638382965673,16151,60,20,1,51,1
"A03583","Mujer","Ingenieria",8.40473398098134,18448,72,24,1,54,1
"A03584","Hombre","Humanidades",6.8850164725799,24693,60,20,0,43,1
"A03585","Hombre","Ciencias",5.7615344267306,32869,60,18,0,44,1
"A03586","Hombre","Sociales",8.27883827287877,15323,60,18,1,56,0
"A03587","Mujer","Ciencias",9.07065646107327,37598,72,19,1,45,0
"A03588","Mujer","Salud",8.25624239816904,44017,60,20,0,36,0
"A03589","Hombre","Humanidades",7.8137638478018,20620,54,18,0,54,1
"A03590","Mujer","Ingenieria",6.15947148135142,33081,60,21,0,36,0
"A03591","Hombre","Ciencias",9.01474340493101,30841,60,18,1,60,1
"A03592","Mujer","Ingenieria",6.88789948364825,8527,66,18,1,49,1
"A03593","Mujer","Sociales",9.15811495133412,69058,66,18,0,47,0
"A03594","Mujer","Ciencias",8.20198523601525,24604,60,25,1,60,1
"A03595","Mujer","Ciencias",11.2902445140131,18041,60,21,1,60,1
"A03596","Mujer","Salud",11.9222202050783,17868,60,18,1,55,0
"A03597","Hombre","Salud",7.83492282502246,9477,54,19,1,54,1
"A03598","Mujer","Ingenieria",9.30082027768296,16509,60,19,1,53,1
"A03599","Mujer","Sociales",9.82861084598473,25568,66,18,1,56,0
"A03600","Mujer","Humanidades",9.37636421439039,30530,60,22,1,54,1
"A03601","Mujer","Salud",7.64884328234284,13544,66,18,1,52,0
"A03602","Mujer","Humanidades",11.2334557114239,27519,60,23,1,60,1
"A03603","Mujer","Humanidades",6.20934045227061,44427,66,18,0,43,1
"A03604","Mujer","Ciencias",9.19935823309693,20690,72,27,1,72,0
"A03605","Hombre","Sociales",7.90257395054675,27628,60,20,0,46,1
"A03606","Hombre","Salud",7.5250600777204,22044,60,23,0,45,0
"A03607","Hombre","Ciencias",5,21459,60,18,0,42,0
"A03608","Mujer","Sociales",8.47020445951242,20730,60,18,1,52,0
"A03609","Hombre","Humanidades",6.43972783583253,21990,48,20,1,46,1
"A03610","Hombre","Sociales",9.13440062709319,32553,66,24,0,42,1
"A03611","Hombre","Ingenieria",6.54162784036972,23952,60,20,1,52,0
"A03612","Hombre","Humanidades",7.71082309184304,17292,66,26,1,48,1
"A03613","Hombre","Ciencias",7.47353430431771,33686,60,18,1,41,1
"A03614","Mujer","Humanidades",5.80863494950575,27260,72,20,1,49,1
"A03615","Hombre","Sociales",7.35825406359217,41213,60,18,1,45,0
"A03616","Mujer","Humanidades",8.03845419428872,49220,60,27,1,60,0
"A03617","Mujer","Salud",10.3355127525937,32162,66,19,1,66,0
"A03618","Mujer","Ciencias",10.1607835120424,51082,72,19,0,60,1
"A03619","Mujer","Salud",10.0227444882561,29386,60,19,1,56,0
"A03620","Mujer","Ingenieria",6.86896410492715,78846,60,20,0,36,0
"A03621","Hombre","Ciencias",9.57571374369881,37795,60,23,1,60,1
"A03622","Hombre","Salud",8.67614415062784,31115,72,19,0,59,1
"A03623","Hombre","Humanidades",10.1981717894872,26542,54,20,1,54,1
"A03624","Hombre","Ingenieria",8.32357649050201,44181,66,18,0,33,1
"A03625","Hombre","Ciencias",13.3296417679315,17998,54,20,1,54,1
"A03626","Mujer","Sociales",7.47070222434713,43400,60,19,0,41,0
"A03627","Hombre","Salud",9.6104396592361,20067,60,28,1,60,1
"A03628","Mujer","Ciencias",11.5220396167995,24915,60,18,1,60,1
"A03629","Mujer","Ciencias",9.01529852185513,26095,60,18,1,56,1
"A03630","Mujer","Ingenieria",7.14456264649109,92569,72,19,0,30,0
"A03631","Hombre","Salud",7.8312854214482,49790,54,18,1,54,0
"A03632","Mujer","Ciencias",8.27848662016315,12366,66,22,1,43,1
"A03633","Hombre","Ingenieria",8.61349453938373,44249,60,20,1,51,0
"A03634","Mujer","Humanidades",7.30465348220145,24983,72,20,1,67,1
"A03635","Mujer","Sociales",9.35038214527777,45802,66,18,1,57,1
"A03636","Mujer","Sociales",10.4487451365018,9824,60,18,1,57,1
"A03637","Mujer","Humanidades",9.83004397700033,75803,60,21,0,41,0
"A03638","Hombre","Ingenieria",8.30085251120947,37405,60,23,1,60,1
"A03639","Mujer","Humanidades",11.7543459258201,23195,60,19,1,60,1
"A03640","Mujer","Sociales",8.53815267652947,71503,60,19,0,43,0
"A03641","Hombre","Salud",7.23651999676461,38053,60,18,0,42,0
"A03642","Hombre","Ciencias",8.37844655242957,50026,54,19,1,52,1
"A03643","Mujer","Sociales",8.09774190369565,21593,60,20,1,52,0
"A03644","Hombre","Salud",8.85390151972488,19013,72,23,0,50,1
"A03645","Hombre","Ciencias",5,13333,66,24,1,66,1
"A03646","Mujer","Humanidades",10.7952594705789,29390,60,19,0,60,1
"A03647","Mujer","Sociales",8.22567384371816,18577,60,19,1,48,1
"A03648","Mujer","Sociales",9.04880051314172,28137,60,19,1,60,1
"A03649","Mujer","Ciencias",5.92360030435622,12582,54,18,1,54,0
"A03650","Hombre","Humanidades",8.72763235148352,17212,54,19,1,47,1
"A03651","Mujer","Humanidades",10.1769342903834,36471,54,18,1,54,1
"A03652","Hombre","Humanidades",8.15141942520401,36781,60,30,1,55,0
"A03653","Hombre","Salud",7.84572991449914,35792,54,20,1,54,1
"A03654","Hombre","Ingenieria",7.29784704397034,21312,60,18,1,46,0
"A03655","Mujer","Humanidades",8.8715216259279,24530,60,18,1,60,1
"A03656","Hombre","Ciencias",8.45743997550575,13820,60,18,1,60,0
"A03657","Hombre","Ciencias",10.2067227897134,31377,60,18,1,60,1
"A03658","Hombre","Ciencias",6.79979305059318,23762,60,20,1,55,1
"A03659","Hombre","Sociales",8.50356917902663,18643,48,27,1,48,1
"A03660","Mujer","Humanidades",10.6745914953001,16826,60,18,0,60,1
"A03661","Hombre","Humanidades",6.99364307082336,28624,60,21,1,59,1
"A03662","Hombre","Salud",10.4435475149881,10741,60,18,1,60,1
"A03663","Hombre","Ingenieria",6.14761590033611,42802,60,18,1,40,0
"A03664","Mujer","Sociales",8.3203782600886,17667,66,18,1,40,1
"A03665","Hombre","Ingenieria",6.10783296798685,30023,54,24,0,44,0
"A03666","Mujer","Salud",7.6625634393534,44806,60,18,0,49,0
"A03667","Mujer","Ciencias",9.50790823707935,7730,60,23,1,59,0
"A03668","Mujer","Sociales",8.19193345214538,59824,60,18,0,60,1
"A03669","Hombre","Salud",9.642776526477,19651,60,20,1,52,1
"A03670","Mujer","Ciencias",9.12529993468294,35690,60,27,1,57,0
"A03671","Mujer","Salud",10.3937147480782,114896,60,19,0,40,0
"A03672","Mujer","Ciencias",9.5103712495008,27677,60,20,0,50,0
"A03673","Hombre","Ciencias",8.80146913833385,17718,60,18,1,60,1
"A03674","Hombre","Ingenieria",11.4008656646695,16444,60,20,1,60,1
"A03675","Hombre","Humanidades",10.7651441062132,23204,60,19,1,60,1
"A03676","Mujer","Ciencias",9.23180023275876,51550,48,18,1,43,1
"A03677","Hombre","Sociales",6.04154615645166,19680,60,19,1,46,1
"A03678","Hombre","Humanidades",8.53954987756335,35462,54,19,1,54,0
"A03679","Hombre","Humanidades",10.7406512900135,15982,54,18,1,43,1
"A03680","Hombre","Salud",9.06997937323802,26853,66,23,1,61,1
"A03681","Mujer","Salud",8.92490215596496,21454,60,19,1,59,0
"A03682","Mujer","Ciencias",8.86110865438913,20875,66,22,1,54,1
"A03683","Mujer","Salud",7.84522485994378,24620,66,19,1,30,1
"A03684","Hombre","Ingenieria",8.57716120252343,16767,66,18,1,59,1
"A03685","Hombre","Ciencias",8.39802797845879,30299,48,18,0,48,0
"A03686","Mujer","Sociales",9.86447860816853,8929,60,18,1,60,1
"A03687","Hombre","Ciencias",7.94836272356173,13956,72,18,1,53,0
"A03688","Hombre","Humanidades",7.7537667560358,28190,72,28,1,65,0
"A03689","Hombre","Ingenieria",9.92495849135501,23710,60,19,1,60,1
"A03690","Mujer","Sociales",10.0395346230866,32691,66,20,1,53,0
"A03691","Hombre","Ingenieria",5,57579,48,21,0,25,0
"A03692","Hombre","Sociales",6.50555777915655,22645,60,18,1,41,0
"A03693","Mujer","Sociales",10.6680726039357,19814,60,19,1,60,1
"A03694","Hombre","Humanidades",5.55686627172125,13332,66,20,1,44,0
"A03695","Hombre","Sociales",7.03957406331197,34414,60,26,1,43,1
"A03696","Hombre","Sociales",9.58583896329751,17328,60,18,1,52,1
"A03697","Hombre","Sociales",9.08057936038225,16518,60,20,1,54,1
"A03698","Hombre","Sociales",10.6747722949514,19840,66,21,1,52,1
"A03699","Hombre","Sociales",10.8620343757067,22514,54,18,1,54,1
"A03700","Mujer","Salud",9.50276094582071,54396,60,18,0,60,1
"A03701","Hombre","Humanidades",6.82509599303643,28075,60,23,1,56,1
"A03702","Hombre","Salud",5,30297,60,18,0,36,0
"A03703","Hombre","Sociales",7.38637645802053,21653,60,19,1,54,0
"A03704","Hombre","Ingenieria",7.91403703358207,11727,60,22,0,60,1
"A03705","Mujer","Humanidades",11.2249236687522,16283,60,19,1,60,1
"A03706","Hombre","Sociales",10.5220990985885,18822,72,22,1,68,1
"A03707","Mujer","Ingenieria",8.85445017433502,38339,60,18,1,54,1
"A03708","Mujer","Salud",10.3024912083491,39742,60,21,1,60,1
"A03709","Mujer","Ciencias",10.1608988055938,33586,60,19,1,54,1
"A03710","Mujer","Ciencias",8.77415655275456,13945,60,19,1,53,1
"A03711","Hombre","Humanidades",11.9683479689831,21234,60,18,1,60,1
"A03712","Hombre","Humanidades",9.56821419834089,25460,60,19,1,55,1
"A03713","Hombre","Humanidades",8.65077140810009,17368,60,23,1,52,1
"A03714","Hombre","Salud",8.07592666945899,5867,60,19,1,50,1
"A03715","Hombre","Ingenieria",7.95447113317425,18363,66,21,1,56,1
"A03716","Mujer","Humanidades",7.74958387396647,19298,60,19,1,60,0
"A03717","Hombre","Sociales",7.78692576319536,10358,60,18,0,50,1
"A03718","Mujer","Salud",7.47102702498313,24233,60,22,1,60,0
"A03719","Mujer","Humanidades",11.145104232082,8156,60,18,1,51,0
"A03720","Mujer","Sociales",7.33372728074107,31599,60,18,1,38,1
"A03721","Mujer","Ingenieria",10.007886120691,28981,72,18,1,70,1
"A03722","Hombre","Ingenieria",5,26819,60,22,1,32,1
"A03723","Hombre","Humanidades",8.64038017461212,43393,60,19,1,60,0
"A03724","Mujer","Ingenieria",9.50322518878849,26452,60,18,1,60,1
"A03725","Hombre","Humanidades",8.64917598920649,16582,72,19,0,49,0
"A03726","Mujer","Ciencias",9.3110020177409,47993,60,18,1,60,1
"A03727","Hombre","Humanidades",8.66931774164516,17556,60,24,1,60,1
"A03728","Mujer","Sociales",6.41983344445214,16691,60,18,0,53,0
"A03729","Mujer","Salud",9.23648872118267,27356,60,18,1,60,1
"A03730","Mujer","Ingenieria",12.3954975664435,18100,60,19,1,60,1
"A03731","Hombre","Sociales",8.88861252901134,18588,54,28,1,54,1
"A03732","Mujer","Ciencias",5.80875772689915,33178,60,19,0,50,0
"A03733","Mujer","Salud",9.71084352058669,89692,66,19,0,48,1
"A03734","Mujer","Ciencias",9.08633768136446,35136,60,18,1,60,1
"A03735","Mujer","Sociales",7.99944674780815,73109,60,18,1,52,0
"A03736","Hombre","Ciencias",8.48245252989155,16170,60,18,1,57,0
"A03737","Mujer","Ingenieria",7.18974991439988,21940,60,18,1,59,1
"A03738","Hombre","Sociales",10.2800127694094,14851,60,20,1,55,1
"A03739","Mujer","Ingenieria",5.9472685749726,59877,60,18,0,39,0
"A03740","Mujer","Sociales",7.43488439914427,31912,60,21,0,60,0
"A03741","Mujer","Ingenieria",8.84293835799174,25498,54,26,1,54,0
"A03742","Hombre","Humanidades",9.35412436781228,27552,72,20,1,64,0
"A03743","Hombre","Sociales",11.2680006757093,28228,60,23,1,60,1
"A03744","Hombre","Ingenieria",8.8961965552805,10590,66,21,1,66,1
"A03745","Hombre","Ciencias",8.0684254330274,66392,54,22,1,51,0
"A03746","Hombre","Humanidades",7.8912273806039,57351,54,18,0,42,1
"A03747","Hombre","Ciencias",9.74810257947148,13678,66,20,1,66,1
"A03748","Hombre","Ciencias",9.87475022552506,31954,60,20,0,50,1
"A03749","Mujer","Salud",8.75416536786475,34302,60,18,1,60,1
"A03750","Hombre","Sociales",6.69120173828169,42862,60,25,1,48,0
"A03751","Mujer","Ingenieria",7.20911347322019,28356,60,20,1,58,1
"A03752","Mujer","Ciencias",8.23282064781646,30093,66,19,1,53,1
"A03753","Mujer","Ciencias",9.90516008072065,51616,60,22,1,55,1
"A03754","Mujer","Ciencias",8.03892395295288,41953,60,18,1,60,1
"A03755","Mujer","Ingenieria",6.58465654760794,28918,60,18,1,60,1
"A03756","Mujer","Sociales",7.14380030167284,75731,60,25,0,45,0
"A03757","Hombre","Sociales",9.92854367817322,43263,60,18,1,44,0
"A03758","Mujer","Sociales",10.5992189475106,34307,60,18,1,60,1
"A03759","Mujer","Sociales",8.01110192015309,38673,60,25,0,52,1
"A03760","Mujer","Humanidades",9.89928912196479,10701,54,19,1,54,1
"A03761","Hombre","Ingenieria",10.3662759747899,32374,60,19,1,57,0
"A03762","Mujer","Salud",8.59853803800651,20534,60,19,1,46,0
"A03763","Mujer","Sociales",6.75574721825343,24336,54,18,1,54,0
"A03764","Hombre","Ingenieria",10.2742779544229,11699,60,22,1,60,1
"A03765","Mujer","Humanidades",10.6710800214012,28607,60,21,1,60,1
"A03766","Hombre","Ciencias",9.47977416512752,15083,60,19,1,60,1
"A03767","Mujer","Sociales",6.15575866118297,31917,60,19,0,49,1
"A03768","Mujer","Ciencias",9.63120282453102,12627,66,22,1,46,1
"A03769","Mujer","Humanidades",9.91193494959798,20154,72,19,1,58,1
"A03770","Hombre","Ciencias",9.75241978166541,30044,60,19,0,51,1
"A03771","Hombre","Humanidades",7.13426419148417,10148,60,19,1,59,0
"A03772","Hombre","Ingenieria",6.75308275254908,12717,60,28,1,60,1
"A03773","Hombre","Humanidades",6.91762457765514,41427,60,18,0,35,0
"A03774","Hombre","Humanidades",9.41369220572555,48534,60,18,1,45,1
"A03775","Mujer","Ingenieria",7.36561000668659,16169,60,19,1,50,0
"A03776","Hombre","Ingenieria",10.0465758446695,26340,54,18,1,51,1
"A03777","Mujer","Salud",6.56535965875368,34249,60,27,0,44,0
"A03778","Mujer","Ingenieria",8.2583098111813,48040,48,18,1,44,0
"A03779","Mujer","Salud",9.84436673810297,19764,66,18,0,62,1
"A03780","Mujer","Ingenieria",8.25955389803657,16432,60,20,1,41,1
"A03781","Mujer","Humanidades",5,22518,66,21,1,41,0
"A03782","Mujer","Ingenieria",8.41799433276987,18565,60,21,0,60,0
"A03783","Mujer","Humanidades",8.68327470865186,24799,48,18,1,48,1
"A03784","Mujer","Humanidades",8.04802108575194,17241,60,18,0,60,1
"A03785","Mujer","Humanidades",8.12816295909834,14727,60,22,0,48,1
"A03786","Mujer","Salud",7.05330146232851,42310,54,24,1,49,0
"A03787","Hombre","Ciencias",11.1608215305456,18795,72,21,1,53,1
"A03788","Mujer","Ciencias",8.36997976268705,72184,60,19,1,44,0
"A03789","Hombre","Salud",8.27146639418148,28823,66,20,1,55,0
"A03790","Mujer","Ciencias",10.2660810917636,21371,66,20,1,59,0
"A03791","Mujer","Sociales",9.73025977960896,12103,66,20,1,66,1
"A03792","Mujer","Ingenieria",10.4168447383518,40126,60,18,1,53,1
"A03793","Mujer","Ciencias",11.1565839864937,44039,60,18,1,60,1
"A03794","Hombre","Salud",7.6799508447869,44784,48,24,0,41,1
