id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
12890;377487;Hombre;29;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;3;16;1098,9;1
12891;166647;Mujer;25;Primaria o secundaria;Andalucía;Servicios no de mercado;50-249;44;10;1029,6;1
12892;341646;Mujer;23;Postsecundaria;Andalucía;Servicios no de mercado;1-9;20;7;907,8;0
12893;591505;Hombre;16;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;29;15;761,3;0
12894;608035;Mujer;17;Primaria o secundaria;Resto;Hostelería;1-9;33;8;554,8;1
12895;523726;Hombre;22;Primaria o secundaria;Resto;Agricultura;1-9;11;16;706,0;0
12896;519547;Mujer;17;Primaria o secundaria;Resto;Industria y construcción;1-9;3;7;900,5;0
12897;863414;Hombre;19;FP superior;Cataluña;Agricultura;1-9;38;14;802,9;1
12898;511677;Mujer;20;Primaria o secundaria;Andalucía;Industria y construcción;1-9;22;12;876,8;0
12899;435150;Hombre;22;Primaria o secundaria;Resto;Industria y construcción;1-9;2;10;773,8;0
12900;693616;Hombre;16;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;18;10;790,9;1
12901;583549;Mujer;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;8;11;950,8;0
12902;960749;Mujer;17;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;47;13;677,0;0
12903;392999;Mujer;23;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;22;6;970,9;0
12904;709481;Hombre;28;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;51;19;937,6;0
12905;723476;Hombre;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;20;10;1044,8;0
12906;259036;Hombre;17;Primaria o secundaria;País Vasco;Hostelería;1-9;21;12;610,3;1
12907;735648;Hombre;27;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;48;10;1005,9;1
12908;708557;Hombre;18;Primaria o secundaria;Andalucía;Hostelería;250+;14;5;753,3;0
12909;672317;Mujer;31;Primaria o secundaria;País Vasco;Industria y construcción;10-49;19;11;912,8;0
12910;404570;Hombre;23;Postsecundaria;Galicia;Industria y construcción;50-249;38;16;887,6;0
12911;100845;Hombre;26;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;13;11;840,1;0
12912;136454;Mujer;22;FP superior;Andalucía;Industria y construcción;1-9;38;13;1033,8;0
12913;215564;Mujer;18;Postsecundaria;Cataluña;Servicios no de mercado;1-9;28;16;533,7;0
12914;185860;Hombre;16;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;16;13;820,1;0
12915;507699;Hombre;20;Postsecundaria;Madrid;Hostelería;1-9;34;12;718,9;0
12916;933085;Hombre;22;Postsecundaria;Madrid;Hostelería;1-9;36;8;877,6;0
12917;731717;Mujer;16;Primaria o secundaria;Resto;Industria y construcción;1-9;40;12;589,8;0
12918;857504;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;6;13;936,0;1
12919;633165;Hombre;22;Postsecundaria;Resto;Servicios no de mercado;1-9;48;8;744,7;0
12920;413302;Hombre;26;Primaria o secundaria;Madrid;Hostelería;10-49;25;9;964,6;0
12921;417168;Hombre;22;FP superior;Cataluña;Servicios alta cualificación y comercio;10-49;2;11;801,4;0
12922;804550;Hombre;18;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;31;11;878,0;0
12923;277730;Hombre;27;Primaria o secundaria;Resto;Industria y construcción;1-9;2;13;1133,8;0
12924;835719;Hombre;28;Primaria o secundaria;Resto;Hostelería;50-249;36;7;986,3;1
12925;483029;Hombre;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;17;13;872,9;0
12926;589927;Hombre;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;23;12;959,5;0
12927;945102;Mujer;22;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;22;10;773,9;0
12928;695796;Hombre;21;FP superior;Castilla-La Mancha;Servicios no de mercado;10-49;12;14;1233,6;1
12929;734754;Hombre;28;Postsecundaria;Resto;Servicios alta cualificación y comercio;50-249;47;11;1119,2;1
12930;213713;Hombre;26;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;10-49;16;14;997,0;0
12931;212953;Hombre;22;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;21;13;845,8;0
12932;598469;Mujer;27;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;250+;2;9;1038,9;0
12933;124247;Hombre;21;Primaria o secundaria;Resto;Industria y construcción;10-49;33;19;918,3;0
12934;203169;Mujer;27;Primaria o secundaria;Resto;Servicios no de mercado;1-9;13;10;756,9;0
12935;426690;Hombre;21;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;13;16;793,4;0
12936;866498;Hombre;27;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;250+;37;11;857,0;1
12937;402851;Hombre;25;Postsecundaria;Resto;Servicios no de mercado;1-9;29;11;913,7;0
12938;214441;Hombre;22;Primaria o secundaria;Castilla-La Mancha;Servicios no de mercado;1-9;50;12;780,9;0
12939;407712;Hombre;25;Primaria o secundaria;Cataluña;Industria y construcción;1-9;52;8;1015,8;0
12940;907379;Hombre;24;Primaria o secundaria;Madrid;Industria y construcción;1-9;12;17;957,9;0
12941;144931;Hombre;29;Postsecundaria;C. Valenciana;Agricultura;50-249;35;15;886,5;1
12942;410542;Hombre;23;Postsecundaria;Madrid;Servicios alta cualificación y comercio;50-249;31;10;920,2;1
12943;963446;Hombre;23;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;47;10;902,9;0
12944;725277;Mujer;16;Primaria o secundaria;Cataluña;Industria y construcción;50-249;39;15;666,3;0
12945;853046;Hombre;20;Primaria o secundaria;Andalucía;Industria y construcción;1-9;1;10;727,0;1
12946;282402;Hombre;20;Primaria o secundaria;Madrid;Industria y construcción;10-49;24;11;857,3;1
12947;455886;Hombre;26;Primaria o secundaria;Madrid;Industria y construcción;10-49;8;10;1085,3;1
12948;281880;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;10-49;40;13;1009,0;0
12949;909437;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;21;12;769,2;1
12950;802691;Mujer;21;Primaria o secundaria;Madrid;Hostelería;50-249;5;9;740,3;1
12951;794207;Mujer;26;Postsecundaria;Madrid;Servicios no de mercado;10-49;13;18;765,0;0
12952;261581;Hombre;20;Primaria o secundaria;Resto;Agricultura;1-9;30;4;708,5;1
12953;239909;Hombre;25;FP superior;Resto;Agricultura;1-9;52;11;867,2;0
12954;318146;Hombre;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;25;9;1160,3;0
12955;164759;Mujer;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;20;10;984,8;0
12956;514641;Hombre;24;Primaria o secundaria;Madrid;Industria y construcción;50-249;21;18;728,5;1
12957;839152;Mujer;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;20;15;637,0;0
12958;738927;Mujer;24;Postsecundaria;Madrid;Hostelería;1-9;40;13;907,8;0
12959;755451;Hombre;19;Primaria o secundaria;Madrid;Hostelería;10-49;4;10;616,9;0
12960;964173;Mujer;20;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;1;12;804,1;1
12961;159343;Hombre;22;Postsecundaria;Resto;Agricultura;10-49;4;18;924,9;1
12962;846344;Hombre;19;Primaria o secundaria;País Vasco;Industria y construcción;1-9;52;10;617,2;0
12963;941180;Hombre;25;Primaria o secundaria;Cataluña;Servicios no de mercado;10-49;12;10;833,9;0
12964;764008;Mujer;17;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;20;11;765,4;1
12965;701896;Mujer;24;Primaria o secundaria;C. Valenciana;Hostelería;1-9;32;5;915,7;1
12966;635980;Hombre;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;35;8;1007,4;0
12967;761867;Mujer;25;FP superior;Cataluña;Servicios alta cualificación y comercio;10-49;8;17;967,3;0
12968;776370;Mujer;28;Postsecundaria;C. Valenciana;Servicios no de mercado;50-249;17;7;797,3;0
12969;178987;Mujer;25;Postsecundaria;País Vasco;Hostelería;50-249;12;6;1061,4;1
12970;766641;Mujer;23;Postsecundaria;Galicia;Servicios no de mercado;10-49;36;9;788,4;0
12971;616677;Hombre;18;FP superior;País Vasco;Servicios alta cualificación y comercio;1-9;48;7;736,7;1
12972;661459;Mujer;22;FP superior;Resto;Industria y construcción;10-49;5;9;952,9;0
12973;601043;Hombre;25;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;26;7;1019,2;1
12974;844922;Hombre;19;Primaria o secundaria;Resto;Industria y construcción;1-9;16;17;794,8;1
12975;308545;Mujer;23;Primaria o secundaria;País Vasco;Agricultura;1-9;41;8;835,2;0
12976;143140;Mujer;31;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;6;12;1011,3;1
12977;333911;Hombre;28;Postsecundaria;Madrid;Servicios no de mercado;10-49;2;14;1061,1;0
12978;773473;Hombre;20;FP superior;Andalucía;Hostelería;10-49;49;6;799,8;1
12979;219362;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;3;11;851,7;1
12980;531453;Hombre;23;Primaria o secundaria;Resto;Hostelería;50-249;18;11;881,2;1
12981;354381;Hombre;21;Primaria o secundaria;Resto;Industria y construcción;1-9;27;10;892,1;0
12982;250175;Mujer;29;Postsecundaria;Cataluña;Hostelería;10-49;5;10;1233,2;1
12983;156775;Hombre;21;Postsecundaria;Madrid;Industria y construcción;50-249;10;6;785,6;0
12984;358477;Hombre;16;Primaria o secundaria;Resto;Hostelería;1-9;39;12;817,9;1
12985;662488;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Agricultura;10-49;24;15;1058,4;0
12986;581822;Mujer;20;Primaria o secundaria;Andalucía;Hostelería;1-9;18;17;690,3;0
12987;117395;Hombre;27;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;11;4;970,5;0
12988;773820;Mujer;27;Primaria o secundaria;Resto;Industria y construcción;10-49;37;12;972,6;0
12989;841276;Mujer;18;Primaria o secundaria;Andalucía;Industria y construcción;10-49;51;17;814,7;0
12990;874010;Hombre;20;Postsecundaria;Andalucía;Hostelería;1-9;32;13;972,5;1
12991;360924;Mujer;17;Primaria o secundaria;País Vasco;Servicios no de mercado;1-9;16;12;658,9;1
12992;360256;Hombre;21;Primaria o secundaria;Resto;Servicios no de mercado;10-49;4;15;918,3;0
12993;831672;Mujer;24;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;41;13;1011,2;0
12994;443973;Hombre;23;Primaria o secundaria;Resto;Servicios no de mercado;1-9;26;12;693,7;0
12995;211113;Mujer;19;FP superior;C. Valenciana;Hostelería;10-49;10;13;822,1;0
12996;741530;Mujer;16;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;52;17;565,8;1
12997;236093;Hombre;17;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;30;12;776,4;1
12998;400435;Mujer;20;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;13;14;1140,2;0
12999;654092;Hombre;18;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;50;20;686,9;0
13000;904121;Hombre;25;Primaria o secundaria;Andalucía;Industria y construcción;1-9;47;9;997,5;0
13001;513045;Hombre;25;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;39;12;1089,5;1
13002;311761;Hombre;23;Primaria o secundaria;Madrid;Hostelería;1-9;37;16;763,8;1
13003;204955;Hombre;16;Postsecundaria;Andalucía;Agricultura;10-49;3;11;676,1;1
13004;722048;Mujer;29;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;30;8;795,0;0
13005;302462;Hombre;22;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;25;8;910,7;0
13006;955871;Mujer;31;Primaria o secundaria;Resto;Industria y construcción;10-49;33;14;1013,4;1
13007;960169;Hombre;19;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;14;20;703,6;1
13008;920990;Hombre;22;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;10-49;31;13;838,3;1
13009;504126;Mujer;27;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;4;10;874,5;0
13010;776115;Mujer;18;Postsecundaria;Castilla y León;Agricultura;1-9;46;14;754,3;0
13011;842694;Hombre;22;FP superior;Madrid;Servicios alta cualificación y comercio;1-9;30;14;877,8;0
13012;344081;Hombre;17;Postsecundaria;Castilla-La Mancha;Industria y construcción;250+;29;12;1051,1;0
13013;402656;Hombre;24;Primaria o secundaria;Resto;Hostelería;10-49;37;18;1056,5;0
13014;183041;Hombre;22;Primaria o secundaria;Andalucía;Servicios no de mercado;50-249;1;12;673,9;1
13015;424827;Hombre;16;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;33;13;424,7;1
13016;629336;Hombre;30;Primaria o secundaria;Cataluña;Industria y construcción;10-49;15;19;1253,4;0
13017;328940;Mujer;25;Primaria o secundaria;Cataluña;Industria y construcción;1-9;27;14;937,0;1
13018;569043;Mujer;29;Primaria o secundaria;Cataluña;Hostelería;1-9;23;7;939,5;1
13019;765783;Mujer;22;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;18;10;836,4;0
13020;579128;Mujer;24;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;1;9;940,7;0
13021;334004;Hombre;27;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;28;18;922,9;0
13022;355753;Hombre;25;Postsecundaria;Andalucía;Industria y construcción;1-9;16;10;1115,4;1
13023;668882;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;250+;1;7;850,2;0
13024;870064;Hombre;23;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;250+;46;11;787,9;0
13025;370040;Hombre;21;Postsecundaria;Galicia;Servicios alta cualificación y comercio;50-249;43;17;1031,1;0
13026;290192;Hombre;27;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;48;12;1054,6;1
13027;205802;Mujer;25;Primaria o secundaria;Cataluña;Hostelería;10-49;4;13;781,2;1
13028;999825;Hombre;28;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;19;9;773,6;0
13029;540123;Hombre;22;Primaria o secundaria;Resto;Hostelería;1-9;4;13;857,6;0
13030;648172;Mujer;16;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;40;11;766,2;0
13031;653379;Mujer;33;Primaria o secundaria;Resto;Hostelería;1-9;37;9;1151,7;1
13032;475735;Hombre;28;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;44;9;853,5;0
13033;173571;Mujer;27;Primaria o secundaria;C. Valenciana;Hostelería;10-49;17;18;1133,8;1
13034;273947;Mujer;27;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;47;20;915,2;0
13035;291572;Hombre;25;Postsecundaria;Andalucía;Servicios no de mercado;1-9;27;19;1061,2;0
13036;339672;Hombre;16;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;46;12;731,9;0
13037;986688;Hombre;22;Postsecundaria;Resto;Hostelería;10-49;33;10;830,8;0
13038;810403;Mujer;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;1;14;966,6;1
13039;610302;Hombre;31;Primaria o secundaria;Resto;Hostelería;10-49;28;11;958,8;1
13040;225810;Hombre;29;Primaria o secundaria;Andalucía;Industria y construcción;10-49;5;15;927,7;1
13041;979921;Mujer;19;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;3;13;840,5;0
13042;868830;Mujer;27;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;34;10;984,7;0
13043;950316;Mujer;29;FP superior;Madrid;Industria y construcción;1-9;42;12;1052,3;0
13044;129658;Hombre;22;FP superior;Andalucía;Hostelería;250+;52;7;848,2;0
13045;449189;Hombre;22;Primaria o secundaria;Madrid;Agricultura;250+;6;14;634,2;1
13046;474338;Hombre;22;Postsecundaria;Cataluña;Servicios no de mercado;10-49;28;10;822,8;0
13047;877268;Hombre;21;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;25;16;863,6;0
13048;179141;Mujer;19;Primaria o secundaria;Resto;Industria y construcción;1-9;22;9;828,3;0
13049;640805;Mujer;25;Primaria o secundaria;Andalucía;Hostelería;10-49;52;12;836,2;0
13050;818471;Mujer;21;Primaria o secundaria;Resto;Industria y construcción;1-9;11;10;987,0;0
13051;905438;Hombre;27;Postsecundaria;Resto;Servicios no de mercado;10-49;8;11;1021,6;1
13052;885730;Hombre;24;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;18;17;1006,6;0
13053;264710;Hombre;24;Primaria o secundaria;Resto;Hostelería;250+;44;11;790,0;1
13054;202830;Mujer;26;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;12;9;759,9;1
13055;554766;Mujer;18;Postsecundaria;C. Valenciana;Servicios no de mercado;10-49;9;11;850,9;0
13056;236647;Hombre;26;Primaria o secundaria;C. Valenciana;Hostelería;1-9;2;9;896,4;0
13057;901317;Hombre;24;Postsecundaria;Andalucía;Hostelería;10-49;24;11;880,2;1
13058;932397;Mujer;28;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;4;10;839,9;0
13059;927726;Hombre;28;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;14;10;1044,6;0
13060;675609;Hombre;27;Postsecundaria;C. Valenciana;Industria y construcción;50-249;9;14;1230,0;0
13061;334370;Hombre;25;Postsecundaria;Madrid;Agricultura;10-49;34;17;839,1;0
13062;905945;Mujer;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;35;16;790,8;0
13063;936382;Mujer;23;Primaria o secundaria;Madrid;Industria y construcción;10-49;12;8;857,2;0
13064;947885;Hombre;32;Primaria o secundaria;Madrid;Agricultura;10-49;25;7;1044,6;0
13065;907407;Mujer;25;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;26;24;645,2;1
13066;249408;Hombre;24;Primaria o secundaria;Andalucía;Industria y construcción;10-49;41;10;826,4;1
13067;378760;Mujer;18;Primaria o secundaria;Cataluña;Hostelería;50-249;52;14;666,4;0
13068;462819;Mujer;23;Primaria o secundaria;Resto;Hostelería;10-49;40;10;763,3;0
13069;934096;Mujer;25;FP superior;Cataluña;Servicios no de mercado;10-49;39;15;968,1;0
13070;341392;Hombre;27;Primaria o secundaria;Galicia;Agricultura;10-49;34;21;793,4;0
13071;472673;Hombre;20;Postsecundaria;Resto;Industria y construcción;1-9;50;12;893,1;1
13072;184052;Hombre;25;FP superior;Resto;Servicios alta cualificación y comercio;1-9;39;12;851,3;0
13073;492540;Hombre;21;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;250+;23;8;810,7;0
13074;865861;Hombre;22;Postsecundaria;Resto;NA;10-49;25;5;708,5;0
13075;298281;Hombre;20;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;32;9;691,2;0
13076;349188;Hombre;21;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;31;13;842,7;1
13077;956695;Hombre;33;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;6;11;1007,5;0
13078;828361;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;48;14;1102,4;0
13079;105905;Hombre;20;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;42;13;888,2;1
13080;842318;Hombre;27;Postsecundaria;C. Valenciana;Industria y construcción;10-49;6;13;910,2;0
13081;865299;Mujer;35;Primaria o secundaria;Cataluña;Hostelería;50-249;47;7;1197,1;0
13082;397260;Mujer;28;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;50-249;37;16;974,0;0
13083;753204;Hombre;18;Primaria o secundaria;Madrid;Servicios no de mercado;50-249;48;15;660,1;0
13084;160639;Mujer;21;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;28;12;1009,3;0
13085;272322;Mujer;33;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;50;6;1132,3;0
13086;192223;Mujer;20;Primaria o secundaria;Resto;Industria y construcción;10-49;42;15;762,7;0
13087;921275;Mujer;23;Primaria o secundaria;Resto;Hostelería;1-9;10;14;952,8;1
13088;882193;Mujer;26;Primaria o secundaria;Madrid;Hostelería;1-9;38;12;792,7;0
13089;522268;Hombre;22;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;5;8;744,4;0
13090;615945;Mujer;21;Primaria o secundaria;Andalucía;Hostelería;1-9;1;6;674,3;1
13091;432145;Mujer;25;FP superior;Andalucía;Industria y construcción;1-9;42;18;1213,5;0
13092;226097;Hombre;24;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;4;6;929,2;0
13093;458599;Mujer;21;Postsecundaria;Castilla-La Mancha;Servicios no de mercado;1-9;48;9;832,7;1
13094;657252;Hombre;23;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;50-249;44;13;611,5;0
13095;933423;Hombre;18;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;2;9;779,5;1
13096;775217;Mujer;22;Postsecundaria;C. Valenciana;Servicios alta cualificación y comercio;50-249;43;11;746,7;0
13097;835818;Mujer;21;Primaria o secundaria;Cataluña;Industria y construcción;1-9;25;13;1022,9;0
13098;496304;Mujer;26;Primaria o secundaria;Cataluña;Industria y construcción;10-49;29;9;914,8;0
13099;898651;Hombre;24;Primaria o secundaria;Resto;Hostelería;1-9;44;13;860,4;1
13100;909013;Mujer;20;FP superior;Resto;Industria y construcción;1-9;4;13;1118,0;1
13101;495372;Hombre;24;Primaria o secundaria;Resto;Servicios no de mercado;1-9;30;9;871,7;0
13102;136865;Mujer;23;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;24;12;769,8;1
13103;559981;Hombre;26;Primaria o secundaria;Madrid;Agricultura;50-249;6;8;917,6;0
13104;852556;Hombre;20;Primaria o secundaria;País Vasco;Industria y construcción;1-9;31;11;778,3;0
13105;645590;Mujer;26;Primaria o secundaria;Resto;Hostelería;10-49;7;13;847,7;1
13106;852773;Hombre;25;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;50-249;18;8;666,8;1
13107;620011;Hombre;24;Postsecundaria;Andalucía;Hostelería;1-9;36;8;685,3;0
13108;901716;Mujer;19;Primaria o secundaria;C. Valenciana;Hostelería;1-9;40;15;804,6;1
13109;606472;Hombre;25;Primaria o secundaria;Galicia;Agricultura;10-49;2;13;641,3;1
13110;789645;Mujer;31;Primaria o secundaria;País Vasco;Hostelería;10-49;44;10;1013,0;0
13111;706994;Mujer;25;Primaria o secundaria;Resto;Industria y construcción;1-9;1;13;1132,0;1
13112;975734;Hombre;22;Primaria o secundaria;Andalucía;Industria y construcción;1-9;36;10;1012,2;0
13113;978645;Hombre;28;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;13;12;946,1;0
13114;104900;Hombre;28;Postsecundaria;Galicia;Servicios alta cualificación y comercio;1-9;17;15;939,0;1
13115;942891;Hombre;19;Primaria o secundaria;Resto;Hostelería;1-9;37;13;965,5;0
13116;576526;Mujer;22;Primaria o secundaria;Resto;Industria y construcción;250+;49;12;978,0;0
13117;213305;Mujer;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;47;13;906,2;0
13118;737156;Mujer;22;Postsecundaria;Andalucía;Industria y construcción;1-9;48;5;977,2;1
13119;500758;Mujer;20;Primaria o secundaria;Castilla y León;Hostelería;50-249;15;11;819,0;1
13120;543831;Hombre;20;Primaria o secundaria;Andalucía;Agricultura;1-9;35;9;648,0;1
13121;220275;Mujer;28;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;51;15;1011,7;1
13122;371517;Hombre;19;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;29;13;724,4;0
13123;237878;Hombre;26;Primaria o secundaria;Madrid;Industria y construcción;50-249;21;3;948,0;0
13124;158300;Hombre;27;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;48;8;1021,4;0
13125;104163;Hombre;25;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;34;15;722,0;1
13126;195089;Hombre;20;Postsecundaria;Galicia;Servicios alta cualificación y comercio;10-49;41;6;817,9;0
13127;226958;Hombre;22;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;21;16;886,5;1
13128;190692;Hombre;19;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;16;13;720,1;0
13129;930823;Hombre;19;FP superior;Galicia;Industria y construcción;10-49;39;12;881,8;1
13130;576336;Mujer;22;Postsecundaria;C. Valenciana;Servicios no de mercado;10-49;5;13;988,0;1
13131;675761;Hombre;26;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;46;9;824,2;0
13132;137108;Hombre;16;Primaria o secundaria;Madrid;Industria y construcción;10-49;15;8;852,8;1
13133;203541;Hombre;25;FP superior;C. Valenciana;Hostelería;1-9;28;10;881,3;0
13134;517134;Hombre;27;Primaria o secundaria;Resto;Industria y construcción;50-249;47;10;1077,4;0
13135;581130;Hombre;20;Primaria o secundaria;Andalucía;Agricultura;1-9;23;14;702,0;1
13136;775097;Hombre;17;Primaria o secundaria;Resto;Hostelería;250+;29;18;579,3;1
13137;978896;Mujer;19;Postsecundaria;Galicia;Servicios alta cualificación y comercio;1-9;50;13;707,8;1
13138;788564;Mujer;28;Primaria o secundaria;Resto;Hostelería;10-49;18;13;798,2;1
13139;910068;Hombre;18;Primaria o secundaria;Madrid;Industria y construcción;10-49;31;9;872,0;0
13140;801558;Hombre;19;Primaria o secundaria;Cataluña;Agricultura;10-49;7;12;848,6;1
13141;604299;Hombre;23;Primaria o secundaria;Resto;Servicios no de mercado;10-49;25;11;607,3;0
13142;998615;Hombre;28;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;27;15;1141,9;0
13143;225071;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;31;13;840,1;0
13144;700378;Mujer;24;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;23;8;920,4;1
13145;274689;Mujer;28;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;23;9;842,7;1
13146;921036;Hombre;25;Primaria o secundaria;Madrid;Agricultura;10-49;26;12;724,1;0
13147;660090;Mujer;16;Postsecundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;4;9;726,5;0
13148;540454;Hombre;19;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;24;8;1094,9;0
13149;798361;Mujer;30;Primaria o secundaria;Cataluña;Hostelería;50-249;41;11;1033,2;0
13150;218716;Mujer;16;Primaria o secundaria;Cataluña;Servicios no de mercado;50-249;40;13;806,5;1
13151;931124;Hombre;26;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;50;11;930,9;1
13152;666379;Mujer;20;Primaria o secundaria;Resto;Industria y construcción;1-9;16;9;1002,4;1
13153;664063;Hombre;20;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;47;7;625,1;1
13154;425764;Hombre;19;Primaria o secundaria;Cataluña;Industria y construcción;10-49;45;10;655,4;1
13155;689640;Hombre;27;Primaria o secundaria;Cataluña;Agricultura;10-49;8;18;706,4;1
13156;804967;Hombre;20;Primaria o secundaria;Cataluña;Hostelería;1-9;14;20;633,1;1
